id,lon,lat
1039,77.41250,23.28064
1040,77.41978,23.27972
1041,77.50911,23.37470
1042,77.56855,23.39855
1043,77.49539,23.11593
1044,77.52594,23.07209
1045,78.44718,17.46213
1046,78.44911,17.46325
1047,78.45062,17.46311
1048,78.45308,17.46244
1049,78.45326,17.46240
1050,78.45945,17.46352
1051,78.45958,17.46366
1052,78.47167,17.48022
1053,78.43403,17.46200
1054,78.42206,17.46050
1055,78.38206,17.47429
1056,78.35803,17.48271
1057,78.00717,27.19455
1058,77.80488,27.18178
1059,77.82250,27.18139
1060,77.40370,23.28822
1061,77.40435,23.28782
1062,83.02673,25.33239
1063,83.02702,25.33219
1064,83.02809,25.34023
1065,80.28063,13.08045
1066,72.83508,18.94060
1067,81.90463,25.43455
1068,81.90495,25.43445
1069,81.84613,25.43612
1070,81.84643,25.43523
1071,81.83782,25.44444
1072,81.83814,25.44430
1073,81.83807,25.44418
1074,81.83781,25.44425
1075,81.84571,25.43737
1076,81.84576,25.43723
1077,81.85400,25.41269
1078,81.85385,25.41310
1079,81.84712,25.43313
1080,81.84823,25.42985
1081,81.83702,25.44460
1082,81.82663,25.44616
1083,81.83824,25.44428
1084,81.86105,25.44356
1085,81.86057,25.44331
1086,81.86001,25.44439
1087,81.85972,25.44414
1088,81.84428,25.43993
1089,81.84412,25.44015
1090,81.85454,25.43888
1091,81.85285,25.43895
1092,81.84929,25.43968
1093,81.87927,25.44370
1094,81.84828,25.44227
1095,81.84857,25.44221
1096,81.86682,25.45875
1097,81.86678,25.45829
1098,81.86387,25.44786
1099,81.86711,25.46265
1100,81.87987,25.45462
1101,81.88026,25.44480
1102,81.88068,25.44476
1103,81.88013,25.45305
1104,81.87576,25.44557
1105,75.77649,26.92826
1106,75.49229,26.90511
1107,75.78984,26.90135
1108,75.99478,26.84108
1109,75.99398,26.84109
1110,75.97461,26.84156
1111,75.95099,26.84212
1112,75.93973,26.84257
1113,75.93767,26.84263
1114,75.92077,26.83881
1115,75.80489,26.86019
1116,75.80024,26.86948
1117,75.79779,26.87767
1118,75.78911,26.89206
1119,74.89599,26.62503
1120,75.76351,26.94932
1121,75.76415,26.94796
1122,75.76793,26.93997
1123,75.70272,27.15691
1124,77.67524,27.49158
1125,76.03179,26.16833
1126,76.12156,26.07552
1127,76.42047,26.11337
1128,77.00316,26.72407
1129,77.21580,26.85161
1130,77.29467,26.90141
1131,77.46617,27.23130
1132,75.76481,24.38119
1133,75.88162,24.48071
1134,76.23448,25.74228
1135,75.61182,23.23012
1136,75.54075,23.25443
1137,76.25573,23.25522
1138,76.06567,23.26469
1139,76.04943,23.26315
1140,75.77467,23.17578
1141,77.95267,26.65703
1142,78.03113,26.46270
1143,77.61711,25.56322
1144,77.79523,25.95531
1145,78.02133,26.10384
1146,77.50428,24.88037
1147,77.51264,24.88624
1148,77.51825,24.89006
