id,lon,lat
525,72.825849,18.958186
526,72.834684,18.957452
527,72.838080,18.957915
528,72.826299,18.958165
529,72.826862,18.958146
530,72.827225,18.958145
531,72.827661,18.958127
532,72.828088,18.958029
533,72.828547,18.958143
534,72.829101,18.958208
535,72.829547,18.958229
536,72.806071,18.957407
537,72.811222,18.958656
538,72.829894,18.958244
539,72.830228,18.958242
540,72.830672,18.958235
541,72.831031,18.958241
542,72.831689,18.958180
543,72.843161,18.957885
544,72.822568,18.958419
545,72.813387,18.958410
546,72.825602,18.958510
547,72.835573,18.958176
548,72.832835,18.958368
549,72.836066,18.958306
550,72.838202,18.958353
551,72.839170,18.958133
552,72.822192,18.958663
553,72.836425,18.958325
554,72.815181,18.958879
555,72.821814,18.958836
556,72.830653,18.958606
557,72.830982,18.958656
558,72.831913,18.958640
559,72.837665,18.958881
560,72.838366,18.958909
561,72.838660,18.958844
562,72.810001,18.959081
563,72.812636,18.959037
564,72.819651,18.959176
565,72.837096,18.958869
566,72.813664,18.959128
567,72.836399,18.958848
568,72.812190,18.959288
569,72.814128,18.960084
570,72.821134,18.959128
571,72.806720,18.958240
572,72.820714,18.959281
573,72.825174,18.958709
574,72.848063,18.959035
575,72.811784,18.959525
576,72.824818,18.958858
577,72.832805,18.959091
578,72.835492,18.959142
579,72.817270,18.959648
580,72.820320,18.959441
581,72.835252,18.959195
582,72.846137,18.959464
583,72.819901,18.959643
584,72.824011,18.959238
585,72.828592,18.959066
586,72.829062,18.959102
587,72.829487,18.959111
588,72.829900,18.959131
589,72.830227,18.959197
590,72.831638,18.959347
591,72.832967,18.959188
592,72.813038,18.959599
593,72.823627,18.959425
594,72.817227,18.960162
595,72.819569,18.959799
596,72.823406,18.959535
597,72.843849,18.960045
598,72.812621,18.959874
599,72.818978,18.960031
600,72.823230,18.959615
601,72.834832,18.959681
602,72.835111,18.959625
603,72.836584,18.959448
604,72.838542,18.959491
605,72.822748,18.959732
606,72.837886,18.959657
607,72.812251,18.960128
608,72.812963,18.960279
609,72.816570,18.960004
610,72.822397,18.959857
611,72.834006,18.959668
612,72.836983,18.959881
613,72.837345,18.959792
614,72.843678,18.960038
615,72.836675,18.959941
616,72.809323,18.960254
617,72.821605,18.960127
618,72.829034,18.959956
619,72.829359,18.959979
620,72.829801,18.959990
621,72.838604,18.959674
622,72.843244,18.960131
623,72.816281,18.960537
624,72.821205,18.960273
625,72.830288,18.960002
626,72.830611,18.960020
627,72.831432,18.960069
628,72.820764,18.960434
629,72.826248,18.960307
630,72.826453,18.960306
631,72.826730,18.960302
632,72.827222,18.960297
633,72.827751,18.960265
634,72.809524,18.960516
635,72.818853,18.960743
636,72.820368,18.960604
637,72.828544,18.960296
638,72.834359,18.959955
639,72.815943,18.960285
640,72.819918,18.960750
641,72.838703,18.960010
642,72.811102,18.960880
643,72.824046,18.960592
644,72.836737,18.960420
645,72.837138,18.960411
646,72.834978,18.960573
647,72.835374,18.960564
648,72.835660,18.960535
649,72.809669,18.960842
650,72.815392,18.961227
651,72.815896,18.960991
652,72.822706,18.960700
653,72.827756,18.960776
654,72.812861,18.960885
655,72.818917,18.961277
656,72.821485,18.961128
657,72.828554,18.960788
658,72.828995,18.960792
659,72.829330,18.960773
660,72.829817,18.960766
661,72.831078,18.961060
662,72.819976,18.961281
663,72.845890,18.960533
